expression,reading,meaning,tags
列島,れっとう,chain of islands,JLPT N2
リポート,リポート,"report, paper",JLPT N2
煉瓦,れんが,brick,JLPT N2
連合,れんごう,"union, alliance",JLPT N2
レンズ,レンズ,lens,JLPT N2
ろうそく,ろうそく,candle,JLPT N2
ローマ字,ローマじ,"romanization, Roman letters (alphabet)",JLPT N2
録音,ろくおん,(audio) recording,JLPT N2
ロッカー,ロッカー,locker,JLPT N2
ロビー,ロビー,lobby,JLPT N2
～論,～ろん,theory,JLPT N2
論ずる,ろんずる,"to argue, to discuss",JLPT N2
和～,わ～,Japanese style,JLPT N2
～羽,～わ,counter for rabbits; birds,JLPT N2
和英,わえい,Japanese-English,JLPT N2
我～,わが～,our ~,JLPT N2
若々しい,わかわかしい,"youthful, young",JLPT N2
詫びる,わびる,to apologize,JLPT N2
和服,わふく,Japanese clothes,JLPT N2
割合に,わりあいに,"relatively, comparatively",JLPT N2
割算,わりざん,division (math),JLPT N2
割と,わりと,"relatively, comparatively",JLPT N2
割引,わりびき,discount,JLPT N2
ワンピース,ワンピース,one-piece dress,JLPT N2
アイデア; アイディア,アイデア; アイディア,idea,JLPT N2
あいまい,あいまい,"vague, ambiguous",JLPT N2
扇ぐ,あおぐ,"to fan, to flap",JLPT N2
青白い,あおじろい,pale,JLPT N2
呆れる,あきれる,"to be shocked, to be appalled",JLPT N2
アクセント,アクセント,accent,JLPT N2
あくび,あくび,yawn,JLPT N2
飽くまで,あくまで,"to the end, to the last, stubbornly",JLPT N2
明くる～,あくる～,"next, following",JLPT N2
明け方,あけがた,dawn,JLPT N2
憧れる,あこがれる,"to long for, to yearn after",JLPT N2
朝寝坊,あさねぼう,"oversleeping, late riser",JLPT N2
足跡,あしあと,footprint,JLPT N2
足元,あしもと,at one's feet,JLPT N2
味わう,あじわう,"to taste, to savor",JLPT N2
あちらこちら,あちらこちら,here and there,JLPT N2
厚かましい,あつかましい,"impudent, shameless,",JLPT N2
圧縮,あっしゅく,"compression, condensation, pressure",JLPT N2
宛名,あてな,"address, direction",JLPT N2
当てはまる,あてはまる,"to be applicable, to come under (a category)",JLPT N2
当てはめる,あてはめる,"to apply, to adapt",JLPT N2
暴れる,あばれる,"to act violently, to rage",JLPT N2
あぶる,あぶる,"to scorch, to roast",JLPT N2
あふれる,あふれる,"to flood, to overflow",JLPT N2
雨戸,あまど,sliding storm door,JLPT N2
甘やかす,あまやかす,"to pamper, to spoil",JLPT N2
余る,あまる,"to be left over, to be in excess",JLPT N2
編み物,あみもの,knitting,JLPT N2
編む,あむ,to knit,JLPT N2
危うい,あやうい,"dangerous, critical",JLPT N2
怪しい,あやしい,"suspicious, dubious, doubtful",JLPT N2
荒い,あらい,"rough, rude, wild",JLPT N2
粗い,あらい,"coarse, rough",JLPT N2
粗筋,あらすじ,"outline, synopsis",JLPT N2
改めて,あらためて,"another time, again",JLPT N2
改める,あらためる,"to change, to reform, to revise",JLPT N2
有難い,ありがたい,"grateful, thankful, appreciated",JLPT N2
あれこれ,あれこれ,"one thing or another, this and that",JLPT N2
荒れる,あれる,"to be stormy, to be rough, to be ruined",JLPT N2
慌ただしい,あわただしい,"busy, hurried",JLPT N2
安易,あんい,easy-going,JLPT N2
アンテナ,アンテナ,antenna,JLPT N2
～位,～い,~th place,JLPT N2
言い出す,いいだす,"to start talking, to suggest",JLPT N2
言い付ける,いいつける,"to tell, to order",JLPT N2
意義,いぎ,"meaning, significance",JLPT N2
生き生き,いきいき,"vividly, lively",JLPT N2
いきなり,いきなり,all of a sudden,JLPT N2
幾～,いく～,several ~,JLPT N2
育児,いくじ,"childcare, nursing",JLPT N2
幾分,いくぶん,somewhat,JLPT N2
生け花,いけばな,flower arrangement,JLPT N2
以後,いご,after this; from now on; hereafter,JLPT N2
以降,いこう,"on and after, hereafter",JLPT N2
イコール,イコール,equal,JLPT N2
勇ましい,いさましい,"brave, valiant",JLPT N2
衣食住,いしょくじゅう,"food, clothing and shelter",JLPT N2
～いち (にほんいち),～いち (にほんいち),No. 1 ~ (in),JLPT N2
いちいち,いちいち,"one by one, separately",JLPT N2
一応,いちおう,"tentatively, for the time being",JLPT N2
一段と,いちだんと,"by far, greater",JLPT N2
一流,いちりゅう,"first class, leading",JLPT N2
一昨年,いっさくねん,year before last,JLPT N2
一斉,いっせい,"simultaneous, all at once",JLPT N2
一旦,いったん,"once, for a moment",JLPT N2
一定,いってい,"fixed, settled, regular",JLPT N2
行っていらっしゃい,いっていらっしゃい,"have a nice day, see you",JLPT N2
行ってらっしゃい,いってらっしゃい,"have a nice day, see you",JLPT N2
いってまいります,いってまいります,"(Lit.) I'll go and come back, 'I'm going, see you later'",JLPT N2
いってきます,いってきます,"(Lit.) I'll go and come back, 'I'm going, see you later'",JLPT N2
移転,いてん,"moving, transfer",JLPT N2
井戸,いど,water well,JLPT N2
緯度,いど,latitude (navigation),JLPT N2
威張る,いばる,"to be proud, to swagger",JLPT N2
嫌がる,いやがる,"reluctant, to dislike",JLPT N2
いよいよ,いよいよ,"more and more, increasingly, at last",JLPT N2
煎る,いる,to roast,JLPT N2
炒る,いる,"to parch, to roast",JLPT N2
入れ物,いれもの,"container, case",JLPT N2
インキ,インキ,ink,JLPT N2
引力,いんりょく,gravity,JLPT N2
ウーマン,ウーマン,woman,JLPT N2
ウール,ウール,wool,JLPT N2
ウエートレス,ウエートレス,waitress,JLPT N2
植木,うえき,"garden shrubs, trees, potted plant",JLPT N2
飢える,うえる,to starve,JLPT N2
浮ぶ,うかぶ,"to float, to rise to surface, to come to mind",JLPT N2
浮かべる,うかべる,to float; to express,JLPT N2
浮く,うく,to float,JLPT N2
承る,うけたまわる,"(humble) to hear, to be told, to know",JLPT N2
受取,うけとり,receipt,JLPT N2
受け持つ,うけもつ,to take (be in) charge of,JLPT N2
薄暗い,うすぐらい,"dim, gloomy",JLPT N2
薄める,うすめる,"to dilute, to water down",JLPT N2
打合せ,うちあわせ,"business meeting, previous arrangement",JLPT N2
打ち消す,うちけす,"to deny, to negate",JLPT N2
うどん,うどん,udon noodles (Japanese traditional noodles),JLPT N2
うなずく,うなずく,to nod,JLPT N2
敬う,うやまう,"to show respect, to honor",JLPT N2
裏返す,うらがえす,"to turn inside out, to turn (something) over",JLPT N2
裏口,うらぐち,"backdoor, rear entrance",JLPT N2
占う,うらなう,"to predict, to divine",JLPT N2
恨み,うらみ,resentment,JLPT N2
恨む,うらむ,"to curse, to feel bitter",JLPT N2
羨む,うらやむ,to envy,JLPT N2
売上,うりあげ,"amount sold, proceeds",JLPT N2
売り切れ,うりきれ,sold-out,JLPT N2
売り切れる,うりきれる,to be sold out,JLPT N2
売行き,うれゆき,sales,JLPT N2
うろうろ,うろうろ,"loitering, aimless wandering",JLPT N2
上～,うわ～,upper ~,JLPT N2
運河,うんが,"canal, waterway",JLPT N2
うんと,うんと,"a great deal, very much",JLPT N2
英文,えいぶん,sentence in English,JLPT N2
英和,えいわ,"English-Japanese (e.g., dictionary)",JLPT N2
ええと,ええと,"let me see, well, er...",JLPT N2
液体,えきたい,"liquid, fluid",JLPT N2
エチケット,エチケット,etiquette,JLPT N2
絵の具,えのぐ,"colors, paints",JLPT N2
エプロン,エプロン,apron,JLPT N2
偉い,えらい,"great, celebrated, remarkable,",JLPT N2
～園,～えん,~ garden (especially man made),JLPT N2
宴会,えんかい,"party, banquet",JLPT N2
園芸,えんげい,"horticulture, gardening",JLPT N2
演劇,えんげき,play (theatrical),JLPT N2
円周,えんしゅう,circumference,JLPT N2
遠足,えんそく,"trip, hike, picnic",JLPT N2
延長,えんちょう,"extension, prolongation",JLPT N2
煙突,えんとつ,chimney,JLPT N2
追いかける,おいかける,to chase or run after someone,JLPT N2
追い越す,おいこす,"to pass (e.g., car), to outdistance, to outstrip",JLPT N2
オイル,オイル,oil,JLPT N2
王女,おうじょ,princess,JLPT N2
応ずる,おうずる,"to respond, to comply with",JLPT N2
応接,おうせつ,reception,JLPT N2
応対,おうたい,"receiving, dealing with",JLPT N2
往復,おうふく,"(col) round trip, coming and going, return ticket",JLPT N2
欧米,おうべい,"Europe and America, the West",JLPT N2
応用,おうよう,"application, put to practical use",JLPT N2
電波,でんぱ,electro-magnetic wave,JLPT N2
テンポ,テンポ,tempo,JLPT N2
電流,でんりゅう,electric current,JLPT N2
電力,でんりょく,electric power,JLPT N2
問い合わせ,といあわせ,inquiry,JLPT N2
～頭,～とう,counter for animals,JLPT N2
～等,～とう,"level, place",JLPT N2
～島,～とう,kind of islands,JLPT N2
銅,どう,copper,JLPT N2
同～,どう～,same ~,JLPT N2
～道,～どう,"kind of path, road",JLPT N2
どういたしまして (かん),どういたしまして (かん),"you are welcome, don't mention it",JLPT N2
統一,とういつ,"unity, consolidation, uniformity",JLPT N2
同格,どうかく,"the same rank, equality, apposition",JLPT N2
峠,とうげ,"ridge, (mountain) pass, difficult part",JLPT N2
統計,とうけい,"scattering, a scatter, dispersion",JLPT N2
動作,どうさ,"action, movements, motions",JLPT N2
東西,とうざい,"East and West, whole country",JLPT N2
当日,とうじつ,"appointed day, very day",JLPT N2
投書,とうしょ,"letter to the editor, letter from a reader, contribution",JLPT N2
登場,とうじょう,entry (on stage),JLPT N2
どうせ,どうせ,"anyhow, in any case, at any rate",JLPT N2
灯台,とうだい,lighthouse,JLPT N2
盗難,とうなん,"theft, robbery",JLPT N2
当番,とうばん,being on duty,JLPT N2
等分,とうぶん,division into equal parts,JLPT N2
透明,とうめい,"transparency, cleanness",JLPT N2
灯油,とうゆ,"lamp oil, kerosene",JLPT N2
童話,どうわ,fairy tale,JLPT N2
～通り,～とおり,"in accordance with ~; following ~; ~ street, ~ avenue",JLPT N2
通り掛かる,とおりかかる,to happen to pass by,JLPT N2
溶かす,とかす,"to melt, to dissolve",JLPT N2
尖る,とがる,"to taper to a point, to become sharp",JLPT N2
どきどき,どきどき,"throb, beat (fast)",JLPT N2
特殊,とくしゅ,"special, unique",JLPT N2
特色,とくしょく,"characteristic, feature",JLPT N2
特定,とくてい,"specific, special, particular",JLPT N2
特売,とくばい,special sale,JLPT N2
溶け込む,とけこむ,to melt into; to become a part of,JLPT N2
退ける,どける,"to dislodge, to put something out of the way",JLPT N2
床の間,とこのま,alcove,JLPT N2
～ところ,～ところ,about to do ~,JLPT N2
所々,ところどころ,"here and there, some parts (of something)",JLPT N2
都心,としん,heart (of city),JLPT N2
戸棚,とだな,"cupboard, cabinet",JLPT N2
とっくに,とっくに,"long ago, already, a long time ago",JLPT N2
どっと,どっと,suddenly,JLPT N2
整う,ととのう,"to be prepared, to be in order, to be arranged",JLPT N2
留まる,とどまる,"to be fixed; to abide, to stay (in the one place)",JLPT N2
怒鳴る,どなる,"to shout, to yell",JLPT N2
殿,どの,Mister (mostly in addressing someone on an envelope),JLPT N2
飛び込む,とびこむ,"to jump in, to leap in, to plunge into",JLPT N2
ともかく,ともかく,"anyhow, at any rate, anyway",JLPT N2
捕える,とらえる,"to seize, to capture, to arrest",JLPT N2
取り入れる,とりいれる,"to harvest, to take in, to adopt",JLPT N2
取り消す,とりけす,to cancel,JLPT N2
取り出す,とりだす,"to take out, to pick out",JLPT N2
採る,とる,"to adopt (measure, proposal); to pick (fruit)",JLPT N2
捕る,とる,"to take, to catch (fish)",JLPT N2
丼,どんぶり,"porcelain bowl, bowl of rice with food on top",JLPT N2
～内,～ない,inside ~,JLPT N2
内科,ないか,"internist clinic, internal medicine",JLPT N2
内線,ないせん,phone extension,JLPT N2
ナイロン,ナイロン,nylon,JLPT N2
長～,なが～,long ~,JLPT N2
仲直り,なかなおり,"reconciliation, make peace with",JLPT N2
長引く,ながびく,"to be prolonged, to drag on",JLPT N2
中指,なかゆび,middle finger,JLPT N2
仲良し,なかよし,"intimate friend, bosom buddy",JLPT N2
慰める,なぐさめる,"to comfort, to console",JLPT N2
為す,なす,"to accomplish, to do",JLPT N2
謎謎,なぞなぞ,riddle,JLPT N2
傾らか,なだらか,"gradual, gentle",JLPT N2
懐かしい,なつかしい,"dear, desired, missed",JLPT N2
撫でる,なでる,"to brush gently, to stroke",JLPT N2
斜め,ななめ,"diagonal, oblique",JLPT N2
なにしろ,なにしろ,"at any rate, in any case",JLPT N2
何々,なになに,"such and such, What?",JLPT N2
何分,なにぶん,"by all means, please",JLPT N2
生意気,なまいき,"impertinent, impudent",JLPT N2
並木,なみき,"roadside tree, row of trees",JLPT N2
倣う,ならう,"to imitate, to follow, to emulate",JLPT N2
南極,なんきょく,"south pole, Antarctic",JLPT N2
なんとなく,なんとなく,"somehow or other, for some reason or another",JLPT N2
なんとも,なんとも,"nothing (with neg. verb), quite, not a bit",JLPT N2
ナンバー,ナンバー,number,JLPT N2
南米,なんべい,South America,JLPT N2
南北,なんぼく,south and north,JLPT N2
匂う,におう,"to be fragrant, to smell",JLPT N2
逃がす,にがす,"to let loose, to set free, to let escape",JLPT N2
憎い,にくい,"hateful, abominable, detestable",JLPT N2
～難い,～がたい,hard (difficult) to do ~,JLPT N2
憎む,にくむ,"to hate, to detest",JLPT N2
憎らしい,にくらしい,"odious, hateful",JLPT N2
にこにこ,にこにこ,"smile sweetly, smiley",JLPT N2
濁る,にごる,"to become muddy, to get cloudy",JLPT N2
虹,にじ,rainbow,JLPT N2
日時,にちじ,date and time,JLPT N2
日用品,にちようひん,daily necessities,JLPT N2
日課,にっか,"daily work, daily routine",JLPT N2
日程,にってい,schedule,JLPT N2
鈍い,にぶい,"dull (e.g., a knife), thickheaded, slow (opposite of fast), stupid",JLPT N2
入社,にゅうしゃ,entry to a company,JLPT N2
女房,にょうぼう,wife,JLPT N2
睨む,にらむ,"to glare at, to stare; to keep an eye on",JLPT N2
俄,にわか,"sudden, abrupt, unexpected",JLPT N2
縫う,ぬう,to sew,JLPT N2
ねじ,ねじ,(a) screw,JLPT N2
捩る,ねじる,to twist,JLPT N2
ネックレス,ネックレス,necklace,JLPT N2
熱する,ねっする,to heat,JLPT N2
寝間着,ねまき,"sleep-wear, pajamas",JLPT N2
寝巻,ねまき,"sleep-wear, pajamas",JLPT N2
狙い,ねらい,aim,JLPT N2
狙う,ねらう,to aim at,JLPT N2
～年生,～ねんせい,counter for school year,JLPT N2
年度,ねんど,"year, fiscal year",JLPT N2
農産物,のうさんぶつ,agricultural produce,JLPT N2
農村,のうそん,agricultural community,JLPT N2
濃度,のうど,"concentration, density",JLPT N2
農薬,のうやく,agricultural chemicals,JLPT N2
能率,のうりつ,efficiency,JLPT N2
のこぎり,のこぎり,saw,JLPT N2
残らず,のこらず,"completely, without exception",JLPT N2
上り,のぼり,"up-train (going to Tokyo), ascent",JLPT N2
糊,のり,"glue, paste, starch",JLPT N2
乗換,のりかえ,"a transfer (e.g., trains, buses)",JLPT N2
乗り越し,のりこし,riding past (one's station),JLPT N2
のろのろ,のろのろ,"slowly, sluggishly",JLPT N2
呑気,のんき,"carefree, optimistic, careless",JLPT N2
はい (かん),はい (かん),yes,JLPT N2
灰色,はいいろ,"grey, ashen",JLPT N2
俳句,はいく,haiku poetry,JLPT N2
売店,ばいてん,"shop, stand",JLPT N2
バイバイ,バイバイ,bye bye,JLPT N2
売買,ばいばい,"trade, buying and selling",JLPT N2
這う,はう,"to creep, to crawl",JLPT N2
剥す,はがす,"to tear off, to peel off, to rip off",JLPT N2
ばからしい,ばからしい,absurd,JLPT N2
秤,はかり,"scales, weighing machine",JLPT N2
吐き気,はきけ,"nausea, sickness in the stomach",JLPT N2
はきはき,はきはき,clearly,JLPT N2
～泊,～はく,"counter for staying (e.g., 2 nights)",JLPT N2
