expression,reading,meaning,tags
拝借,はいしゃく,(humble) (polite) borrowing,JLPT N1
排除,はいじょ,"exclusion, removal, rejection",JLPT N1
賠償,ばいしょう,"reparations, indemnity, compensation",JLPT N1
排水,はいすい,drainage,JLPT N1
敗戦,はいせん,"defeat, losing a war",JLPT N1
配置,はいち,"arrangement (of resources), disposition",JLPT N1
配布,はいふ,distribution,JLPT N1
配分,はいぶん,"distribution, allotment",JLPT N1
敗北,はいぼく,defeat (as a verb it means 'to be defeated'),JLPT N1
倍率,ばいりつ,"diameter, magnification",JLPT N1
配慮,はいりょ,"consideration, concern, forethought",JLPT N1
配列,はいれつ,"arrangement, array (programming)",JLPT N1
破壊,はかい,destruction,JLPT N1
いたわる,いたわる,"to sympathize with, to console, to care for",JLPT N1
一概に,いちがいに,"unconditionally, necessarily",JLPT N1
著しい,いちじるしい,"remarkable, considerable",JLPT N1
一同,いちどう,"all present, all concerned, all of us",JLPT N1
一部分,いちぶぶん,"a part, a portion",JLPT N1
一別,いちべつ,parting,JLPT N1
一面,いちめん,"one side, the other hand",JLPT N1
一目,いちもく,"a glance, a look, a glimpse",JLPT N1
一様,いちよう,"uniform, similar, equal",JLPT N1
一律,いちりつ,"even, uniform, equal",JLPT N1
一連,いちれん,"a series, a chain, a ream (of paper)",JLPT N1
一括,いっかつ,"all together, batch",JLPT N1
一気,いっき,"at one push, in one gulp",JLPT N1
一挙に,いっきょに,"at a stroke, with a single swoop",JLPT N1
一見,いっけん,"a look, a glimpse, glance; first meeting",JLPT N1
一切,いっさい,"without exception, the whole",JLPT N1
一心,いっしん,"one mind, with rapt attention",JLPT N1
いっそ,いっそ,"rather, sooner, might as well",JLPT N1
一変,いっぺん,complete change,JLPT N1
意図,いと,"intention, aim, design",JLPT N1
営む,いとなむ,"to carry on (e.g., in ceremony), to run a business",JLPT N1
挑む,いどむ,to challenge,JLPT N1
稲光,いなびかり,(flash of) lightning,JLPT N1
祈り,いのり,"prayer, supplication",JLPT N1
いびき,いびき,snoring,JLPT N1
今更,いまさら,"now, again",JLPT N1
未だ,いまだ,"yet, still",JLPT N1
移民,いみん,"emigrant, immigrant",JLPT N1
嫌々,いやいや,"reluctantly, by no means, unwillingly",JLPT N1
卑しい,いやしい,"greedy, vulgar, shabby",JLPT N1
いやに,いやに,"awfully, terribly",JLPT N1
いやらしい,いやらしい,"unpleasant, disgusting, indecent",JLPT N1
意欲,いよく,"will, desire, ambition",JLPT N1
威力,いりょく,"power, might, authority",JLPT N1
衣類,いるい,"clothes, clothing, garments",JLPT N1
異論,いろん,"different opinion, objection",JLPT N1
印鑑,いんかん,"stamp, seal",JLPT N1
陰気,いんき,"gloom, melancholy",JLPT N1
隠居,いんきょ,retirement; retired person,JLPT N1
インターチェンジ,インターチェンジ,interchange,JLPT N1
インターナショナル,インターナショナル,international,JLPT N1
インターフォン,インターフォン,"entry phone, intercom",JLPT N1
インテリ,インテリ,"(abbr.) egghead, intelligentsia",JLPT N1
インフォメーション,インフォメーション,information,JLPT N1
インフレ,インフレ,(abbr.) inflation,JLPT N1
受かる,うかる,to pass (examination),JLPT N1
受け入れ,うけいれ,"receiving, acceptance",JLPT N1
受け入れる,うけいれる,"to accept, to receive",JLPT N1
受け継ぐ,うけつぐ,"to inherit, to succeed",JLPT N1
受け付ける,うけつける,"to be accepted, to receive (an application)",JLPT N1
受け止める,うけとめる,"to catch, to react to, to take",JLPT N1
受身,うけみ,"passive, passive voice",JLPT N1
受持ち,うけもち,"charge (of something), matter in one's charge",JLPT N1
動き,うごき,"movement, activity, trend",JLPT N1
埋める,うずめる,"to bury, to fill",JLPT N1
嘘つき,うそつき,liar,JLPT N1
うたた寝,うたたね,"dozing, napping",JLPT N1
打ち明ける,うちあける,"to confess, to be open",JLPT N1
打ち切る,うちきる,"to stop, to abort, to discontinue, to close",JLPT N1
打ち消し,うちけし,"(gram) negation, denial, negative",JLPT N1
打ち込む,うちこむ,"to devote oneself to, to shoot into",JLPT N1
団扇,うちわ,fan,JLPT N1
内訳,うちわけ,"the items, breakdown, classification",JLPT N1
写し,うつし,"copy, duplicate",JLPT N1
訴え,うったえ,"lawsuit, complaint",JLPT N1
うっとうしい,うっとうしい,"weary, annoying",JLPT N1
うつむく,うつむく,"to look downward, to stoop",JLPT N1
空ろ,うつろ,"blank, hollow, empty",JLPT N1
器,うつわ,"bowl, vessel, container",JLPT N1
腕前,うでまえ,"ability, skill, facility",JLPT N1
雨天,うてん,rainy weather,JLPT N1
促す,うながす,"to urge, to suggest, to demand",JLPT N1
うぬぼれ,うぬぼれ,"pretension, conceit, hubris",JLPT N1
生まれつき,うまれつき,"by nature, by birth, native",JLPT N1
埋め込む,うめこむ,"to embed, implant",JLPT N1
梅干し,うめぼし,dried plum,JLPT N1
裏返し,うらがえし,"inside out, reverse",JLPT N1
売り出し,うりだし,(bargain) sale,JLPT N1
売り出す,うりだす,"to put on sale, to market",JLPT N1
潤う,うるおう,to be moist; to profit by,JLPT N1
浮気,うわき,"affair, to cheat",JLPT N1
上回る,うわまわる,to exceed,JLPT N1
植わる,うわる,to be planted,JLPT N1
運営,うんえい,"management, administration, operation",JLPT N1
うんざり,うんざり,"tedious, boring, being fed up with",JLPT N1
運送,うんそう,"shipping, freight",JLPT N1
運賃,うんちん,"freight rates, shipping expenses, (passenger) fare",JLPT N1
云々,うんぬん,"and so on, and so forth",JLPT N1
運搬,うんぱん,"transport, carriage",JLPT N1
運命,うんめい,fate,JLPT N1
運輸,うんゆ,transportation,JLPT N1
運用,うんよう,"making use of, application, practical use",JLPT N1
エアメール,エアメール,air mail,JLPT N1
～営,～えい,~ run,JLPT N1
英字,えいじ,English letter (character),JLPT N1
映写,えいしゃ,projection,JLPT N1
映像,えいぞう,"reflection, image",JLPT N1
英雄,えいゆう,"hero, great man",JLPT N1
液,えき,"liquid, fluid",JLPT N1
閲覧,えつらん,"inspection, reference, browse",JLPT N1
獲物,えもの,"game, spoils, trophy",JLPT N1
襟,えり,"neck, collar",JLPT N1
エレガント,エレガント,elegant,JLPT N1
円滑,えんかつ,"harmony, smoothness",JLPT N1
縁側,えんがわ,"veranda, porch, balcony, open corridor",JLPT N1
沿岸,えんがん,"coast, shore",JLPT N1
婉曲,えんきょく,"euphemistic, indirect, insinuating",JLPT N1
演出,えんしゅつ,"production (erg. play, direction)",JLPT N1
エンジニア,エンジニア,engineer,JLPT N1
演じる,えんじる,"to perform, to play (a part), to act",JLPT N1
演ずる,えんずる,"to perform, to play (a part), to act",JLPT N1
沿線,えんせん,along railway line,JLPT N1
縁談,えんだん,marriage proposal,JLPT N1
遠方,えんぽう,"long way, distant place",JLPT N1
円満,えんまん,"harmony, peace, smoothness",JLPT N1
追い込む,おいこむ,"to herd, to corner, to drive",JLPT N1
追い出す,おいだす,"to expel, to drive out",JLPT N1
於いて,おいて,"at, in, on",JLPT N1
老いる,おいる,"to age, to grow old",JLPT N1
応急,おうきゅう,emergency,JLPT N1
黄金,おうごん,gold,JLPT N1
往診,おうしん,"doctor's visit, house call",JLPT N1
応募,おうぼ,"subscription, application",JLPT N1
おおい (かん),おおい (かん),hey,JLPT N1
大方,おおかた,"almost all, majority",JLPT N1
大柄,おおがら,"large build, large pattern",JLPT N1
おおげさ,おおげさ,"grandiose, exaggerated",JLPT N1
大筋,おおすじ,"outline, summary",JLPT N1
大空,おおぞら,"heaven, the sky",JLPT N1
オートマチック,オートマチック,automatic,JLPT N1
大幅,おおはば,"full width, large scale, drastic",JLPT N1
おおまかな,おおまかな,"rough, approximate",JLPT N1
大水,おおみず,flood,JLPT N1
公,おおやけ,public,JLPT N1
犯す,おかす,"to perpetrate, to violate",JLPT N1
侵す,おかす,"to invade, to raid, to trespass",JLPT N1
臆病,おくびょう,"cowardice, timidity",JLPT N1
遅らす,おくらす,"to retard, to delay",JLPT N1
厳か,おごそか,"majestic, dignified",JLPT N1
行い,おこない,"conduct, behavior, action",JLPT N1
おごる (ゆうしょくを～),おごる (ゆうしょくを～),to give (someone) a treat,JLPT N1
収まる,おさまる,to settle into; to be obtained,JLPT N1
納まる,おさまる,to settle into; to be obtained,JLPT N1
治まる,おさまる,"to be at peace, to calm down",JLPT N1
お産,おさん,(giving) birth,JLPT N1
押し切る,おしきる,to have one's own way,JLPT N1
押し込む,おしこむ,"to push into, to crowd into",JLPT N1
惜しむ,おしむ,"to be frugal, to value, to regret",JLPT N1
押し寄せる,おしよせる,"to push aside, to advance on",JLPT N1
雄,おす,male (animal),JLPT N1
御世辞,おせじ,"flattery, compliment",JLPT N1
襲う,おそう,to attack,JLPT N1
遅くとも,おそくとも,at the latest,JLPT N1
恐れ,おそれ,"fear, horror",JLPT N1
恐れ入る,おそれいる,"to be filled with awe, to feel small",JLPT N1
おだてる,おだてる,to flatter,JLPT N1
落ち込む,おちこむ,to get depressed,JLPT N1
落ち着き,おちつき,"calm, composure",JLPT N1
落葉,おちば,fallen leaves,JLPT N1
乙,おつ,2nd in rank,JLPT N1
お使い,おつかい,errand,JLPT N1
おっかない,おっかない,"frightening, scary",JLPT N1
お手上げ,おてあげ,"given in, given up hope",JLPT N1
おどおど,おどおど,"coweringly, hesitantly",JLPT N1
脅す,おどす,"to threaten, to menace",JLPT N1
訪れる,おとずれる,to visit,JLPT N1
お供,おとも,"attendant, companion",JLPT N1
衰える,おとろえる,"to become weak, to decline",JLPT N1
同い年,おないどし,of the same age,JLPT N1
自ずから,おのずから,"naturally, as a matter of course",JLPT N1
怯える,おびえる,to become frightened,JLPT N1
おびただしい,おびただしい,"abundantly, innumerably",JLPT N1
脅かす,おびやかす,"to threaten, to coerce",JLPT N1
帯びる,おびる,"to bear, to carry, to be entrusted",JLPT N1
お袋,おふくろ,mother,JLPT N1
覚え,おぼえ,"memory, sense, experience",JLPT N1
おまけ,おまけ,a discount; something additional,JLPT N1
お宮,おみや,Shinto shrine,JLPT N1
おむつ,おむつ,"diaper, nappy",JLPT N1
思い付き,おもいつき,"plan, idea, suggestion",JLPT N1
趣,おもむき,"flavor, appearance, quaint",JLPT N1
赴く,おもむく,"to go, to proceed",JLPT N1
重んじる,おもんじる,"to respect, to honor, to esteem, to prize",JLPT N1
重んずる,おもんずる,"to honor, to respect, to value",JLPT N1
親父,おやじ,"one's father, old man, one's boss",JLPT N1
及び,および,"and, as well as",JLPT N1
及ぶ,およぶ,"to reach, to extend",JLPT N1
折,おり,"chance, occasion",JLPT N1
檻,おり,"cage, pen, jail cell",JLPT N1
オリエンテーション,オリエンテーション,orientation,JLPT N1
折り返す,おりかえす,"to turn up, to fold back",JLPT N1
織物,おりもの,"textile, fabric",JLPT N1
俺,おれ,I (ego) (boastful first-person pronoun),JLPT N1
愚か,おろか,"foolish, stupid",JLPT N1
おろそか,おろそか,"neglect, negligence, carelessness",JLPT N1
おんぶ,おんぶ,carrying on one's back (erg. Baby),JLPT N1
オンライン,オンライン,on-line,JLPT N1
温和,おんわ,"gentle, mild, moderate",JLPT N1
我,が～,ego,JLPT N1
カーペット,カーペット,carpet,JLPT N1
～界,～かい,"world, circle, kingdom",JLPT N1
～街,～がい,town,JLPT N1
改悪,かいあく,"deterioration, changing for the worse",JLPT N1
海運,かいうん,marine transportation,JLPT N1
外貨,がいか,foreign money,JLPT N1
改革,かいかく,"reform, reformation, innovation",JLPT N1
貝殻,かいがら,shell,JLPT N1
外観,がいかん,"appearance, exterior, facade",JLPT N1
階級,かいきゅう,"class, rank, grade",JLPT N1
海峡,かいきょう,channel,JLPT N1
会見,かいけん,"interview, conference",JLPT N1
介護,かいご,nursing,JLPT N1
開催,かいさい,"holding a meeting, open an exhibition",JLPT N1
回収,かいしゅう,"collection, recovery",JLPT N1
改修,かいしゅう,"repair, improvement",JLPT N1
怪獣,かいじゅう,monster,JLPT N1
解除,かいじょ,"cancellation, release, cancel",JLPT N1
外相,がいしょう,Foreign Minister,JLPT N1
害する,がいする,"to harm, to offend",JLPT N1
概説,がいせつ,"general statement, outline",JLPT N1
回送,かいそう,forwarding,JLPT N1
階層,かいそう,"class, level, stratum, hierarchy",JLPT N1
開拓,かいたく,"cultivation, pioneer",JLPT N1
会談,かいだん,"conversation, interview",JLPT N1
改定,かいてい,reform,JLPT N1
改訂,かいてい,revision,JLPT N1
ガイド,ガイド,guide,JLPT N1
街道,かいどう,highway,JLPT N1
該当,がいとう,"corresponding, answering to, coming under",JLPT N1
街頭,がいとう,in the street,JLPT N1
ガイドブック,ガイドブック,guidebook,JLPT N1
介入,かいにゅう,intervention,JLPT N1
概念,がいねん,"general idea, concept, notion",JLPT N1
開発,かいはつ,"development, exploitation",JLPT N1
海抜,かいばつ,height above sea level,JLPT N1
介抱,かいほう,"nursing, looking after",JLPT N1
解剖,かいぼう,"dissection, autopsy",JLPT N1
外来,がいらい,"(abbr.) imported, outpatient clinic",JLPT N1
回覧,かいらん,circulation,JLPT N1
概略,がいりゃく,"outline, summary, gist",JLPT N1
海流,かいりゅう,ocean current,JLPT N1
改良,かいりょう,"improvement, reform",JLPT N1
回路,かいろ,circuit (electric),JLPT N1
海路,かいろ,sea route,JLPT N1
省みる,かえりみる,to reflect,JLPT N1
顧みる,かえりみる,"to look back, to turn around, to review",JLPT N1
顔付き,かおつき,facial expression,JLPT N1
課外,かがい,extracurricular,JLPT N1
掲げる,かかげる,"to hoist, to fly (a sail), to float (a flag)",JLPT N1
かかと,かかと,shoe heel,JLPT N1
書き取る,かきとる,"to write down, to take dictation",JLPT N1
掻き回す,かきまわす,"to stir up, to churn, to disturb",JLPT N1
かく (はじを),かく (はじを),to humiliate oneself,JLPT N1
～画,～かく,~ strokes,JLPT N1
学芸,がくげい,"arts and sciences, liberal arts",JLPT N1
格差,かくさ,"difference, disparity",JLPT N1
拡散,かくさん,"scattering, diffusion",JLPT N1
学士,がくし,university graduate,JLPT N1
各種,かくしゅ,"every kind, all sorts",JLPT N1
隔週,かくしゅう,every other week,JLPT N1
確信,かくしん,"conviction, confidence",JLPT N1
革新,かくしん,"reform, innovation",JLPT N1
学説,がくせつ,theory,JLPT N1
確定,かくてい,"fixed, decision",JLPT N1
カクテル,カクテル,cocktail,JLPT N1
獲得,かくとく,"acquisition, possession",JLPT N1
楽譜,がくふ,"score (music, sheet music)",JLPT N1
確保,かくほ,"guarantee, insure, secure",JLPT N1
革命,かくめい,revolution,JLPT N1
確立,かくりつ,establishment,JLPT N1
賭,かけ,"betting, gambling, a gamble",JLPT N1
掛～,かけ～,credit,JLPT N1
～掛け,～かけ,"rack, hanger",JLPT N1
崖,がけ,cliff,JLPT N1
駆け足,かけあし,"running fast, double time",JLPT N1
家計,かけい,"household economy, family finances",JLPT N1
駆けっこ,かけっこ,(foot) race,JLPT N1
加工,かこう,"manufacturing, processing, treatment",JLPT N1
化合,かごう,chemical combination,JLPT N1
かさばる,かさばる,to be bulky,JLPT N1
かさむ,かさむ,"to pile up, to increase",JLPT N1
