expression,reading,meaning,tags
ぐっと,ぐっと,"firmly, fast, more",JLPT N1
首飾り,くびかざり,necklace,JLPT N1
首輪,くびわ,"necklace, choker",JLPT N1
組み込む,くみこむ,"to insert, to include, to cut in (printing)",JLPT N1
組み合わせる,くみあわせる,"to join together, to combine, to join up",JLPT N1
蔵,くら,"warehouse, cellar",JLPT N1
グレー,グレー,"grey, gray",JLPT N1
クレーン,クレーン,crane,JLPT N1
玄人,くろうと,"expert, professional",JLPT N1
黒字,くろじ,balance (figure) in the black,JLPT N1
軍艦,ぐんかん,"warship, battleship",JLPT N1
軍事,ぐんじ,military affairs,JLPT N1
君主,くんしゅ,"ruler, monarch",JLPT N1
群集,ぐんしゅう,"(social) group, crowd, mob",JLPT N1
群衆,ぐんしゅう,"(social) group, crowd, mob",JLPT N1
軍備,ぐんび,"armaments, military preparations",JLPT N1
軍服,ぐんぷく,military or naval uniform,JLPT N1
芸,げい,"art, accomplishment, performance",JLPT N1
経過,けいか,"passage, progress",JLPT N1
軽快,けいかい,"lively, casual, light",JLPT N1
警戒,けいかい,"warning, admonition, vigilance",JLPT N1
敬具,けいぐ,Sincerely (used at the end of letter),JLPT N1
軽減,けいげん,"reduction, lessening",JLPT N1
掲載,けいさい,"appearance (e.g., article in paper)",JLPT N1
傾斜,けいしゃ,"inclination, slope, dip",JLPT N1
形成,けいせい,formation,JLPT N1
形勢,けいせい,"condition, situation, prospects",JLPT N1
軽率,けいそつ,"thoughtless, careless, hasty",JLPT N1
刑罰,けいばつ,"judgment, penalty, punishment",JLPT N1
経費,けいひ,"expenses, cost, outlay",JLPT N1
警部,けいぶ,police inspector,JLPT N1
転換,てんかん,"convert, divert",JLPT N1
転居,てんきょ,"moving, changing residence",JLPT N1
転勤,てんきん,transfer (to another office of a company),JLPT N1
点検,てんけん,"inspection, examination, checking",JLPT N1
電源,でんげん,"source of electricity, power (e.g., button on TV)",JLPT N1
天国,てんごく,"paradise, heaven, Kingdom of Heaven",JLPT N1
天才,てんさい,a genius,JLPT N1
天災,てんさい,"natural calamity, disaster",JLPT N1
展示,てんじ,"exhibition, display",JLPT N1
伝説,でんせつ,"tradition, legend, folklore",JLPT N1
点線,てんせん,dotted line,JLPT N1
転じる,てんじる,"to turn, to shift",JLPT N1
転ずる,てんずる,"to turn, to shift",JLPT N1
天体,てんたい,heavenly body,JLPT N1
伝達,でんたつ,"transmission (e.g., news, communication, delivery)",JLPT N1
天地,てんち,"heaven and earth, the universe",JLPT N1
てんで,てんで,"(not) at all, altogether, entirely",JLPT N1
転任,てんにん,change of post,JLPT N1
展望,てんぼう,"view, outlook, prospect",JLPT N1
伝来,でんらい,"ancestral, hereditary, imported",JLPT N1
転落,てんらく,"fall, degradation",JLPT N1
問い合わせる,といあわせる,"to inquire, to seek information",JLPT N1
当～,とう～,"Our ~ (e.g., Hotel, plane, etc.)",JLPT N1
胴,どう,"trunk, body, frame",JLPT N1
同意,どうい,"agreement, consent; same meaning",JLPT N1
動員,どういん,mobilization,JLPT N1
同感,どうかん,"agreement, same opinion, same feeling",JLPT N1
陶器,とうき,"pottery, ceramics",JLPT N1
討議,とうぎ,"debate, discussion",JLPT N1
動機,どうき,"motive, incentive",JLPT N1
等級,とうきゅう,"grade, class",JLPT N1
同級,どうきゅう,"the same grade, same class",JLPT N1
同居,どうきょ,living together,JLPT N1
登校,とうこう,attendance (at school),JLPT N1
統合,とうごう,"integration, unification, synthesis",JLPT N1
動向,どうこう,"trend, tendency, movement, attitude",JLPT N1
投資,とうし,investment,JLPT N1
同情,どうじょう,"sympathy, compassion, sympathize",JLPT N1
道場,どうじょう,"(arch) dojo, hall used for martial arts training, mandala",JLPT N1
統制,とうせい,"regulation, control",JLPT N1
当選,とうせん,"being elected, winning the prize",JLPT N1
逃走,とうそう,"flight, desertion, escape",JLPT N1
統率,とうそつ,"command, generalship, leadership",JLPT N1
到達,とうたつ,"reaching, attaining, arrival",JLPT N1
統治,とうち,"rule, reign, governing",JLPT N1
仕切る,しきる,"to partition, to divide, to mark off",JLPT N1
資金,しきん,"funds, capital",JLPT N1
軸,じく,"axis, stem, shaft",JLPT N1
しくじる,しくじる,"to fail, to fall through, to blunder",JLPT N1
仕組,しくみ,"structure, mechanism",JLPT N1
死刑,しけい,death penalty,JLPT N1
湿気る,しける,"to be damp, to be moist",JLPT N1
施行,しこう,"enforcement, operation",JLPT N1
思考,しこう,thought,JLPT N1
志向,しこう,"intention, aim",JLPT N1
嗜好,しこう,"taste, liking, preference",JLPT N1
事項,じこう,"matter(s), item(s), facts",JLPT N1
時刻表,じこくひょう,"timetable, (train) schedule",JLPT N1
地獄,じごく,hell,JLPT N1
時差,じさ,time difference,JLPT N1
自在,じざい,"freely, at will",JLPT N1
視察,しさつ,"inspection, observation",JLPT N1
資産,しさん,"property, fortune, assets",JLPT N1
支持,しじ,support,JLPT N1
自主,じしゅ,"independence, autonomy",JLPT N1
自首,じしゅ,"surrender, give oneself up",JLPT N1
刺繍,ししゅう,embroidery,JLPT N1
市場,しじょう,(the) market (as a concept),JLPT N1
辞職,じしょく,resignation,JLPT N1
雫,しずく,drop (of water),JLPT N1
システム,システム,system,JLPT N1
沈める,しずめる,"to sink, to submerge",JLPT N1
施設,しせつ,"establishment, facility",JLPT N1
事前,じぜん,"prior, beforehand, in advance",JLPT N1
子息,しそく,(hon.) son,JLPT N1
持続,じぞく,"continuation, endurance",JLPT N1
自尊心,じそんしん,"self-respect, conceit",JLPT N1
慕う,したう,to yearn to adore,JLPT N1
下心,したごころ,"secret intention, motive",JLPT N1
下地,したじ,"groundwork, foundation",JLPT N1
親しむ,したしむ,"to be intimate with, to befriend",JLPT N1
下調べ,したしらべ,preliminary investigation,JLPT N1
愛想,あいそう,sociability,JLPT N1
間柄,あいだがら,relationship,JLPT N1
合間,あいま,interval,JLPT N1
敢えて,あえて,"dare (to do), venture (to do), challenge (to do)",JLPT N1
仰ぐ,あおぐ,"to look up (to), to respect; to ask for",JLPT N1
垢,あか,"dirt, filth",JLPT N1
赤字,あかじ,"deficit, go in the red",JLPT N1
明かす,あかす,to reveal; to stay up,JLPT N1
赤らむ,あからむ,"to become red, to blush",JLPT N1
上がり,あがり,"ascent; income; completion, stop",JLPT N1
諦め,あきらめ,"resignation, reconciliation, consolation",JLPT N1
アクセル,アクセル,(abbr.) accelerator,JLPT N1
あくどい,あくどい,gaudy vicious,JLPT N1
顎,あご,chin,JLPT N1
憧れ,あこがれ,"yearning, longing, aspiration",JLPT N1
麻,あさ,hemp,JLPT N1
あざ,あざ,"birthmark, bruise",JLPT N1
浅ましい,あさましい,"shameful, mean, despicable",JLPT N1
欺く,あざむく,to deceive,JLPT N1
鮮やか,あざやか,"vivid, clear",JLPT N1
嘲笑う,あざわらう,"to sneer at, to ridicule",JLPT N1
悪しからず,あしからず,"don't take me wrong, but..., I'm sorry",JLPT N1
味わい,あじわい,"flavor, relish",JLPT N1
焦る,あせる,"to be in a hurry, to be impatient",JLPT N1
あせる (こえが～),あせる (こえが～),"to fade, to discolor",JLPT N1
値,あたい,"value, price, worth",JLPT N1
値する,あたいする,"to be worth, to deserve",JLPT N1
悪化,あっか,"deterioration, worsen",JLPT N1
扱い,あつかい,"treatment, service",JLPT N1
呆気ない,あっけない,"not enough, too quick (short, long, etc.)",JLPT N1
あっさり,あっさり,"easily, readily, quickly",JLPT N1
斡旋,あっせん,"kind offices, mediation",JLPT N1
圧倒,あっとう,"overwhelm, overpower",JLPT N1
圧迫,あっぱく,"pressure, coercion, oppression",JLPT N1
あつらえる,あつらえる,"to give an order, to place an order",JLPT N1
圧力,あつりょく,"stress, pressure",JLPT N1
当て,あて,expectations; depend,JLPT N1
～宛,～あて,"for…(e.g., In a letter)",JLPT N1
当て字,あてじ,"phonetic-equivalent character, substitute character",JLPT N1
跡継ぎ,あとつぎ,"heir, successor",JLPT N1
後回し,あとまわし,"putting off, postponing",JLPT N1
油絵,あぶらえ,oil painting,JLPT N1
アプローチ,アプローチ,approach (in golf),JLPT N1
あべこべ,あべこべ,"contrary, opposite, inverse",JLPT N1
甘える,あまえる,"to behave like a spoiled child, to fawn on",JLPT N1
雨具,あまぐ,rain gear,JLPT N1
甘口,あまくち,sweet flavor,JLPT N1
アマチュア,アマチュア,amateur,JLPT N1
網,あみ,net,JLPT N1
操る,あやつる,"to manipulate, to operate, to pull strings",JLPT N1
危ぶむ,あやぶむ,"to fear, to have misgivings, to be doubtful",JLPT N1
あやふや,あやふや,"uncertain, vague, ambiguous",JLPT N1
過ち,あやまち,"fault, error, indiscretion",JLPT N1
誤る,あやまる,to make a mistake,JLPT N1
歩み,あゆみ,"step, progress, history",JLPT N1
歩む,あゆむ,to walk,JLPT N1
予め,あらかじめ,"in advance, previously",JLPT N1
荒らす,あらす,to damage; to invade,JLPT N1
争い,あらそい,"dispute, quarrel, conflict",JLPT N1
改まる,あらたまる,to be renewed; to be formal,JLPT N1
荒っぽい,あらっぽい,"rough, rude",JLPT N1
アラブ,アラブ,Arab,JLPT N1
霰,あられ,"hail (e.g., falling ice balls)",JLPT N1
有り様,ありさま,"state, condition",JLPT N1
ありのまま,ありのまま,"the truth, as it is, frankly",JLPT N1
ありふれる,ありふれる,"common, ordinary, routine",JLPT N1
アルカリ,アルカリ,alkali,JLPT N1
アルミ,アルミ,"aluminum (Al, aluminum)",JLPT N1
アワー,アワー,hour,JLPT N1
合わす,あわす,"to join together, to face, to unite",JLPT N1
～合せ,～あわせ,in all,JLPT N1
アンコール,アンコール,encore,JLPT N1
暗殺,あんさつ,assassination,JLPT N1
暗算,あんざん,mental arithmetic,JLPT N1
暗示,あんじ,"hint, suggestion",JLPT N1
案じる,あんじる,"to be anxious, to ponder",JLPT N1
安静,あんせい,rest,JLPT N1
案の定,あんのじょう,"sure enough, as usual",JLPT N1
いい加減,いいかげん,"random, irresponsible",JLPT N1
言い訳,いいわけ,"excuse, explanation",JLPT N1
イェス,イェス,yes; Jesus,JLPT N1
家出,いえで,running away from home,JLPT N1
生かす,いかす,to keep something alive; to make use of,JLPT N1
いかに,いかに,"how, in what way",JLPT N1
いかにも,いかにも,truly (same as 実に (じつに)),JLPT N1
異議,いぎ,"objection, dissent, protest",JLPT N1
生き甲斐,いきがい,"something one lives for, very important",JLPT N1
行き違い,いきちがい,"misunderstanding, disagreement",JLPT N1
意気込む,いきごむ,to be enthusiastic about,JLPT N1
育成,いくせい,"rearing, training, cultivation",JLPT N1
幾多,いくた,"many, numerous",JLPT N1
"(花を〜) 生ける, 活ける",(はなを～) いける,to arrange (flowers),JLPT N1
異見,いけん,"different opinion, objection",JLPT N1
意向,いこう,"intention, idea, inclination",JLPT N1
移行,いこう,switching over to,JLPT N1
いざ,いざ,"now, come (now), crucial moment",JLPT N1
移住,いじゅう,"migration, immigration",JLPT N1
衣装,いしょう,"clothing, costume, outfit",JLPT N1
いじる,いじる,"to touch, to tamper with",JLPT N1
異性,いせい,the opposite sex,JLPT N1
遺跡,いせき,historic ruins,JLPT N1
依存,いぞん,"dependence, dependent, reliance",JLPT N1
委託,いたく,"consign (goods (for sale) to a firm), entrust",JLPT N1
いたって,いたって,"very much, exceedingly, extremely",JLPT N1
出世,しゅっせ,"promotion, successful career, eminence",JLPT N1
出題,しゅつだい,proposing a question,JLPT N1
出動,しゅつどう,"mobilization, action",JLPT N1
出費,しゅっぴ,"expenses, disbursements",JLPT N1
出品,しゅっぴん,"exhibit, display",JLPT N1
主導,しゅどう,main leadership,JLPT N1
主任,しゅにん,"person in charge, responsible official",JLPT N1
首脳,しゅのう,"head, leader",JLPT N1
守備,しゅび,defense,JLPT N1
手法,しゅほう,technique,JLPT N1
樹木,じゅもく,"trees and shrubs, arbor",JLPT N1
樹立,じゅりつ,"establish, create",JLPT N1
準急,じゅんきゅう,"local express (train, slower than an express)",JLPT N1
準じる,じゅんじる,"to follow, to conform, to apply to",JLPT N1
～署,～しょ,department,JLPT N1
～症,～しょう,disease,JLPT N1
～証,～しょう,"proof, certificate",JLPT N1
～嬢,～じょう,young woman,JLPT N1
上位,じょうい,"superior, higher order",JLPT N1
上演,じょうえん,art performance,JLPT N1
城下,じょうか,land near the castle,JLPT N1
消去,しょうきょ,"elimination, erasing",JLPT N1
上空,じょうくう,"sky, high-altitude sky, upper air",JLPT N1
衝撃,しょうげき,"shock, crash, impact, ballistic",JLPT N1
証言,しょうげん,"evidence, testimony",JLPT N1
証拠,しょうこ,"evidence, proof",JLPT N1
照合,しょうごう,"check, verification",JLPT N1
詳細,しょうさい,"detail, particulars",JLPT N1
上昇,じょうしょう,"rising, ascending, climbing",JLPT N1
昇進,しょうしん,promotion,JLPT N1
称する,しょうする,"to take the name of, to call oneself",JLPT N1
情勢,じょうせい,"state of things, condition, situation",JLPT N1
消息,しょうそく,"news, letter, circumstances",JLPT N1
承諾,しょうだく,"consent, agreement",JLPT N1
情緒,じょうちょ,"emotion, feeling",JLPT N1
情緒,じょうしょ,"emotion, feeling",JLPT N1
象徴,しょうちょう,symbol,JLPT N1
小児科,しょうにか,pediatrics,JLPT N1
使用人,しようにん,"employee, servant",JLPT N1
情熱,じょうねつ,"passion, enthusiasm, zeal",JLPT N1
譲歩,じょうほ,"concession, conciliation, compromise",JLPT N1
条約,じょうやく,"treaty, pact",JLPT N1
勝利,しょうり,"victory, triumph, win",JLPT N1
上陸,じょうりく,"landing, disembarkation",JLPT N1
蒸溜,じょうりゅう,distillation,JLPT N1
奨励,しょうれい,"encouragement, promotion",JLPT N1
ショー,ショー,show,JLPT N1
除外,じょがい,"exception, exclusion",JLPT N1
職員,しょくいん,"staff member, personnel",JLPT N1
植民地,しょくみんち,colony,JLPT N1
職務,しょくむ,professional duties,JLPT N1
諸君,しょくん,"Gentlemen!, Ladies!",JLPT N1
助言,じょげん,"advice, suggestion",JLPT N1
徐行,じょこう,going slowly,JLPT N1
所在,しょざい,whereabouts,JLPT N1
所持,しょじ,"possession, owning",JLPT N1
所属,しょぞく,"attached to, belong to",JLPT N1
処置,しょち,treatment,JLPT N1
しょっちゅう,しょっちゅう,"always, constantly",JLPT N1
所定,しょてい,"fixed, prescribed",JLPT N1
所得,しょとく,income,JLPT N1
処罰,しょばつ,punishment,JLPT N1
初版,しょはん,first edition,JLPT N1
書評,しょひょう,book review,JLPT N1
処分,しょぶん,"disposal, dealing, punishment",JLPT N1
庶民,しょみん,"masses, common people",JLPT N1
庶務,しょむ,general affairs,JLPT N1
所有,しょゆう,"one's possessions, ownership",JLPT N1
調べ,しらべ,"investigation, inspection",JLPT N1
自立,じりつ,"independence, self-reliance",JLPT N1
記す,しるす,"to note, to write down",JLPT N1
指令,しれい,"orders, instructions, directive",JLPT N1
～心,～しん,mind of ~,JLPT N1
陣,じん,"battle formation, camp, encampment",JLPT N1
進化,しんか,"evolution, progress",JLPT N1
人格,じんかく,"personality, character",JLPT N1
審議,しんぎ,deliberation,JLPT N1
新婚,しんこん,newly-wed,JLPT N1
審査,しんさ,"judging, inspection, examination",JLPT N1
人材,じんざい,man of talent,JLPT N1
紳士,しんし,gentleman,JLPT N1
真実,しんじつ,"truth, reality",JLPT N1
信者,しんじゃ,"believer, devotee",JLPT N1
真珠,しんじゅ,pearl,JLPT N1
進出,しんしゅつ,advancement,JLPT N1
心情,しんじょう,mentality,JLPT N1
新人,しんじん,"new face, newcomer",JLPT N1
神聖,しんせい,"holiness, sacredness, dignity",JLPT N1
親善,しんぜん,friendship,JLPT N1
真相,しんそう,"truth, real situation",JLPT N1
迅速,じんそく,"quick, fast, prompt",JLPT N1
人体,じんたい,human body,JLPT N1
新築,しんちく,"new building, new construction",JLPT N1
心中,しんじゅう,double suicide,JLPT N1
進呈,しんてい,presentation,JLPT N1
進展,しんてん,"progress, development",JLPT N1
神殿,しんでん,"temple, sacred place",JLPT N1
進度,しんど,progress,JLPT N1
振動,しんどう,"oscillation, vibration",JLPT N1
新入生,しんにゅうせい,"new student, first-year student, freshman",JLPT N1
信任,しんにん,"trust, confidence, credence",JLPT N1
神秘,しんぴ,mystery,JLPT N1
辛抱,しんぼう,"patience, endurance",JLPT N1
人民,じんみん,"people, public",JLPT N1
侵略,しんりゃく,"aggression, invasion, raid",JLPT N1
診療,しんりょう,medical examination and treatment,JLPT N1
粋,すい,essence,JLPT N1
水源,すいげん,source of river,JLPT N1
推進,すいしん,"propulsion, driving force",JLPT N1
吹奏,すいそう,playing wind instruments,JLPT N1
推測,すいそく,"guess, conjecture",JLPT N1
水田,すいでん,(water-filled) paddy field,JLPT N1
推理,すいり,"reasoning, inference, mystery or detective genre",JLPT N1
数詞,すうし,numeral,JLPT N1
崇拝,すうはい,"worship, adoration",JLPT N1
据え付ける,すえつける,"to install, to equip, to mount",JLPT N1
据える,すえる,"to set, to lay, to place",JLPT N1
すがすがしい,すがすがしい,"fresh, refreshing",JLPT N1
救い,すくい,"help, aid, relief",JLPT N1
すくう (みずを～),すくう (みずを～),to scoop,JLPT N1
健やか,すこやか,"vigorous, healthy, sound",JLPT N1
濯ぐ,すすぐ,"to rinse, to wash out",JLPT N1
進み,すすみ,progress,JLPT N1
裾,すそ,"(trouser) cuff, (skirt) hem, cut edge of a hairdo",JLPT N1
スタジオ,スタジオ,studio,JLPT N1
スチーム,スチーム,steam,JLPT N1
ストライキ,ストライキ,strike,JLPT N1
スト,スト,(abbr.) strike,JLPT N1
ストロー,ストロー,straw,JLPT N1
ストロボ,ストロボ,"stroboscope (literally: strobo, strobe lamp, stroboscopic lamp)",JLPT N1
すばしこい,すばしこい,"nimble, smart, quick",JLPT N1
素早い,すばやい,"fast, quick",JLPT N1
ずばり,ずばり,"decisively, unreservedly, frankly",JLPT N1
スプリング,スプリング,spring,JLPT N1
スペース,スペース,space,JLPT N1
ずぶぬれ,ずぶぬれ,"soaked, dripping wet",JLPT N1
スポーツカー,スポーツカー,sports car,JLPT N1
澄ます,すます,"to clear, to make clear, to listen for",JLPT N1
清ます,すます,"to clear, to make clear, to listen for",JLPT N1
済ます,すます,to finish; to settle; to do without,JLPT N1
すみやか,すみやか,speedy,JLPT N1
スラックス,スラックス,slacks,JLPT N1
ずらっと,ずらっと,"in a line, in a row",JLPT N1
ずるずる,ずるずる,"dragging on, sound of sniffling",JLPT N1
ずれ,ずれ,"difference, gap",JLPT N1
すれちがい,すれちがい,chance encounter,JLPT N1
擦れる,すれる,"to rub, to chafe",JLPT N1
すんなり,すんなり,"pass with no objection, slim, slender",JLPT N1
生育,せいいく,"growth, development, breeding",JLPT N1
成育,せいいく,"growth, raising",JLPT N1
成果,せいか,"results, fruits",JLPT N1
正解,せいかい,"correct, right answer, solution",JLPT N1
正義,せいぎ,"justice, right, righteousness",JLPT N1
生計,せいけい,"livelihood, living",JLPT N1
政権,せいけん,"(political) administration, political power",JLPT N1
星座,せいざ,constellation,JLPT N1
制裁,せいさい,"restraint, sanctions, punishment",JLPT N1
政策,せいさく,"political measures, policy",JLPT N1
生死,せいし,life and death,JLPT N1
静止,せいし,"stillness, repose, standing still",JLPT N1
誠実,せいじつ,"sincere, honest, faithful",JLPT N1
成熟,せいじゅく,"maturity, ripeness",JLPT N1
青春,せいしゅん,"youth, springtime of life, adolescent",JLPT N1
清純,せいじゅん,"purity, innocence",JLPT N1
聖書,せいしょ,Bible,JLPT N1
正常,せいじょう,"normalcy, normality, normal",JLPT N1
制する,せいする,"to control, to command",JLPT N1
整然,せいぜん,"orderly, regular, well-organized",JLPT N1
盛装,せいそう,"be dressed up, wear rich clothes",JLPT N1
盛大,せいだい,"grand, prosperous, magnificent",JLPT N1
清濁,せいだく,"good and evil, purity and impurity",JLPT N1
制定,せいてい,"enactment, establishment, creation",JLPT N1
静的,せいてき,static,JLPT N1
製鉄,せいてつ,iron manufacture,JLPT N1
晴天,せいてん,fine weather,JLPT N1
正当,せいとう,"just, due, proper",JLPT N1
制服,せいふく,uniform,JLPT N1
征服,せいふく,"conquest, subjugation, overcoming",JLPT N1
製法,せいほう,"manufacturing method, recipe, formula",JLPT N1
精密,せいみつ,"precise, exact, detailed, minute",JLPT N1
税務署,ぜいむしょ,tax office,JLPT N1
制約,せいやく,"limitation, constraints",JLPT N1
勢力,せいりょく,"influence, power, might, strength",JLPT N1
整列,せいれつ,"stand in a row, form a line",JLPT N1
セール,セール,sale,JLPT N1
急かす,せかす,"to hurry, to urge on",JLPT N1
伜,せがれ,"son, my son",JLPT N1
責務,せきむ,"duty, obligation",JLPT N1
セクション,セクション,section,JLPT N1
世辞,せじ,"flattery, compliment",JLPT N1
世帯,せたい,household,JLPT N1
是正,ぜせい,"correction, revision",JLPT N1
世代,せだい,generation,JLPT N1
切開,せっかい,"opening up, cutting through",JLPT N1
セックス,セックス,sex,JLPT N1
切実,せつじつ,"compelling, serious, severe, acute",JLPT N1
接触,せっしょく,"touch, contact",JLPT N1
接続詞,せつぞくし,conjunction,JLPT N1
設置,せっち,"establishment, institution",JLPT N1
折衷,せっちゅう,"compromise, cross, blending, eclecticism",JLPT N1
設定,せってい,"establishment, creation",JLPT N1
説得,せっとく,persuasion,JLPT N1
切ない,せつない,"painful, trying, sad",JLPT N1
絶版,ぜっぱん,out of print,JLPT N1
設立,せつりつ,"establishment, foundation, institution",JLPT N1
攻め,せめ,"attack, offense",JLPT N1
ゼリー,ゼリー,jelly,JLPT N1
セレモニー,セレモニー,ceremony,JLPT N1
世論,せろん,public opinion,JLPT N1
先,せん,"priority, precedence, previous",JLPT N1
繊維,せんい,"fiber, fiber, textile",JLPT N1
全快,ぜんかい,complete recovery of health,JLPT N1
宣教,せんきょう,religious mission,JLPT N1
宣言,せんげん,"declaration, proclamation, announcement",JLPT N1
戦災,せんさい,war damage,JLPT N1
専修,せんしゅう,specialization,JLPT N1
戦術,せんじゅつ,tactics,JLPT N1
センス,センス,"sense (for music, style, tact, etc.)",JLPT N1
潜水,せんすい,diving,JLPT N1
全盛,ぜんせい,height of prosperity,JLPT N1
先代,せんだい,"family predecessor, previous age, previous generation",JLPT N1
先だって,せんだって,"recently, the other day",JLPT N1
先着,せんちゃく,first arrival,JLPT N1
前提,ぜんてい,"preamble, premise, prerequisite",JLPT N1
先天的,せんてんてき,"inherent, congenital, hereditary",JLPT N1
前途,ぜんと,"future prospects, outlook, the journey ahead",JLPT N1
戦闘,せんとう,"battle, fight, combat",JLPT N1
潜入,せんにゅう,"infiltration, sneaking in",JLPT N1
船舶,せんぱく,ship,JLPT N1
全滅,ぜんめつ,annihilation,JLPT N1
専用,せんよう,"exclusive use, personal use",JLPT N1
占領,せんりょう,"occupation, possession, have a room to oneself",JLPT N1
善良,ぜんりょう,"goodness, excellence, virtue",JLPT N1
戦力,せんりょく,war potential,JLPT N1
前例,ぜんれい,precedent,JLPT N1
相応,そうおう,"suitability, fitness",JLPT N1
総会,そうかい,general meeting,JLPT N1
創刊,そうかん,"launching (e.g., newspaper, first issue)",JLPT N1
雑木,ぞうき,"various kinds of small trees, assorted trees",JLPT N1
早急,そうきゅう,urgent,JLPT N1
早急,さっきゅう,urgent,JLPT N1
増強,ぞうきょう,"reinforce, increase",JLPT N1
送金,そうきん,"remittance, sending money",JLPT N1
走行,そうこう,"running a wheeled vehicle (e.g., car, traveling)",JLPT N1
総合,そうごう,"synthesis, generalization",JLPT N1
捜索,そうさく,"search (esp. for someone or something missing, investigation)",JLPT N1
蔵相,ぞうしょう,Minister of Finance,JLPT N1
装飾,そうしょく,ornament,JLPT N1
増進,ぞうしん,"promoting, increase, advance",JLPT N1
相対,そうたい,relative,JLPT N1
壮大,そうだい,"magnificent, grand, majestic",JLPT N1
騒動,そうどう,"strife, riot, rebellion",JLPT N1
遭難,そうなん,"disaster, shipwreck, accident",JLPT N1
相場,そうば,"market price, speculation, estimation",JLPT N1
装備,そうび,equipment,JLPT N1
創立,そうりつ,"establishment, founding",JLPT N1
添える,そえる,"to add to, to attach, to accompany",JLPT N1
ソース,ソース,source,JLPT N1
即座に,そくざに,"immediately, right away",JLPT N1
促進,そくしん,"promotion, acceleration, encouragement",JLPT N1
即する,そくする,"to conform to, to agree with, to be adapted to,",JLPT N1
束縛,そくばく,"restraint, restriction, confinement",JLPT N1
側面,そくめん,"side, sidelight, lateral",JLPT N1
損う,そこなう,"to harm, to hurt",JLPT N1
そこら,そこら,"everywhere, somewhere",JLPT N1
素材,そざい,"raw materials, subject matter",JLPT N1
阻止,そし,"obstruction, check, hindrance",JLPT N1
訴訟,そしょう,"litigation, lawsuit",JLPT N1
育ち,そだち,"breeding, growth",JLPT N1
措置,そち,"measure, step",JLPT N1
ソックス,ソックス,socks,JLPT N1
素っ気無い,そっけない,"cold, short, curt, blunt",JLPT N1
外方,そっぽ,look (or turn) the other way,JLPT N1
備え付ける,そなえつける,"to provide, to equip, to install",JLPT N1
備わる,そなわる,to be furnished with,JLPT N1
具わる,そなわる,to be furnished with,JLPT N1
聳える,そびえる,"to rise, to tower, to soar",JLPT N1
素朴,そぼく,"simplicity, artlessness, naivety",JLPT N1
背く,そむく,"to run counter to, to go against",JLPT N1
染まる,そまる,to be dyed,JLPT N1
染める,そめる,"to dye, to color",JLPT N1
そらす,そらす,"to bend, to warp",JLPT N1
そり (～にのる),そり (～にのる),"sleigh, sled",JLPT N1
反る,そる,"to warp, to be warped, to curve",JLPT N1
それゆえ,それゆえ,"therefore, for that reason, so",JLPT N1
ソロ,ソロ,solo,JLPT N1
揃い,そろい,"set, suit, uniform",JLPT N1
ぞんざい,ぞんざい,"rude, careless, slovenly",JLPT N1
損失,そんしつ,loss,JLPT N1
存続,そんぞく,"duration, continuance",JLPT N1
ダース,ダース,dozen,JLPT N1
対応,たいおう,dealing with,JLPT N1
大家,たいか,"rich family, distinguished family",JLPT N1
退化,たいか,"degeneration, retrogression",JLPT N1
大概,たいがい,"in general, mainly",JLPT N1
体格,たいかく,"physique, constitution",JLPT N1
大金,たいきん,large amount of money,JLPT N1
待遇,たいぐう,"treatment, reception",JLPT N1
対決,たいけつ,"confrontation, showdown",JLPT N1
体験,たいけん,personal experience,JLPT N1
対抗,たいこう,"opposition, antagonism",JLPT N1
退治,たいじ,extermination,JLPT N1
大衆,たいしゅう,general public,JLPT N1
対処,たいしょ,"deal with, cope",JLPT N1
退職,たいしょく,retirement (from office),JLPT N1
題する,だいする,to title,JLPT N1
態勢,たいせい,"attitude, conditions, tendency",JLPT N1
対談,たいだん,"talk, dialogue",JLPT N1
大胆,だいたん,"bold, daring, audacious",JLPT N1
対等,たいとう,equivalent,JLPT N1
台無し,だいなし,"mess, spoiled, (come to) nothing",JLPT N1
滞納,たいのう,"non-payment, default",JLPT N1
対比,たいひ,"contrast, comparison",JLPT N1
タイピスト,タイピスト,typist,JLPT N1
大部,たいぶ,"most (e.g., most part, greater, fairly, a good deal, much)",JLPT N1
大便,だいべん,feces,JLPT N1
代弁,だいべん,speak for another,JLPT N1
待望,たいぼう,"long-expected, waiting",JLPT N1
台本,だいほん,"libretto, scenario",JLPT N1
タイマー,タイマー,timer,JLPT N1
怠慢,たいまん,"negligence, carelessness",JLPT N1
タイミング,タイミング,timing,JLPT N1
タイム,タイム,time,JLPT N1
タイムリー,タイムリー,"timely, run-batted-in (baseball), RBI",JLPT N1
対面,たいめん,"interview, meeting",JLPT N1
代用,だいよう,substitution,JLPT N1
体力,たいりょく,physical strength,JLPT N1
タイル,タイル,tile,JLPT N1
対話,たいわ,"conversation, dialogue",JLPT N1
耐える,たえる,"to endure, to put up with",JLPT N1
堪える,たえる,"to endure, to put up with",JLPT N1
絶える,たえる,"to die out, to become extinct",JLPT N1
断える,たえる,"to cease, to become extinct",JLPT N1
打開,だかい,"solution, breakthrough",JLPT N1
焚火,たきび,(open) fire,JLPT N1
妥協,だきょう,"compromise, giving in",JLPT N1
たくましい,たくましい,"burly, strong, sturdy",JLPT N1
